metric_item_label,geo_label_citystate,geo_label_state,year,year1,value,race,gender,race_gender,race_gender1,metric_cat_label,metric_subcat_label,metric_item_label_subtitle,metric_cat_item_yaxis_label,geo_label_proxy_or_real,geo_label_proxy_footnote,geo_fips_desc,date_label_proxy_or_real,value_ci_flag_yesno,value_95_ci_low,value_95_ci_high
All Cancer Deaths,"Houston, TX",TX,2011,2011,161.315196,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,156.683892,166.059483
All Cancer Deaths,"Denver, CO",CO,2021,2021,117.9961384,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,109.9501289,126.5538891
All Cancer Deaths,"San Antonio, TX",TX,2019,2019,127.4555867,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,123.0570469,131.9875931
All Cancer Deaths,"Cleveland, OH",OH,2021,2021,163.7978306,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,148.2780475,180.9504616
All Cancer Deaths,"Cleveland, OH",OH,2010,2010,154.0029717,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,113.8903407,205.4764235
All Cancer Deaths,"El Paso, TX",TX,2021,2021,157.6935019,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,139.423025,178.5160467
All Cancer Deaths,"Las Vegas, NV",NV,2019,2019,133.1849202,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",proxy,County level data were used,place,real,yes,129.5708673,136.8853591
All Cancer Deaths,"Phoenix, AZ",AZ,2022,2022,115.3569383,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,108.6386407,122.5445087
All Cancer Deaths,"San Jose, CA",CA,2011,2011,174.6050131,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,166.8945053,182.7203332
All Cancer Deaths,"Indianapolis, IN",IN,2022,2022,162.3914822,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,152.4762263,173.018647
All Cancer Deaths,"Los Angeles, CA",CA,2020,2020,113.490542,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,110.9677478,116.0650126
All Cancer Deaths,"Oklahoma City, OK",OK,2022,2022,114.471542,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,105.416022,124.2297003
All Cancer Deaths,"San Antonio, TX",TX,2014,2014,118.7702078,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,112.6977067,125.0983099
All Cancer Deaths,"Houston, TX",TX,2022,2022,131.8245848,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,124.0096645,140.2648908
All Cancer Deaths,"San Jose, CA",CA,2020,2020,99.29793637,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,94.6788819,104.1188578
All Cancer Deaths,"San Diego, CA",CA,2010,2010,189.9100036,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,159.756894,224.4624817
All Cancer Deaths,"Boston, MA",MA,2018,2018,156.5596988,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,147.8273185,165.7150595
All Cancer Deaths,"Minneapolis, MN",MN,2010,2010,182.0063059,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,141.1186705,232.5961344
All Cancer Deaths,"Indianapolis, IN",IN,2020,2020,154.0198804,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,147.6268565,160.6519893
All Cancer Deaths,"Memphis, TN",TN,2010,2010,209.1066239,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,194.4678097,224.6341
All Cancer Deaths,"Boston, MA",MA,2022,2022,171.2651317,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,156.5714059,187.2072759
All Cancer Deaths,"Phoenix, AZ",AZ,2011,2011,134.3842963,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,113.3819136,158.697937
All Cancer Deaths,"Minneapolis, MN",MN,2020,2020,131.5138649,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,122.1063808,141.5025016
All Cancer Deaths,"Washington, DC",DC,2011,2011,189.759897,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,179.1680905,200.9390723
All Cancer Deaths,"Minneapolis, MN",MN,2011,2011,141.9517747,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,131.2669999,153.3840937
All Cancer Deaths,"New York City, NY",NY,2011,2011,154.0336452,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,150.058866,158.0984589
All Cancer Deaths,"Cleveland, OH",OH,2020,2020,157.4052798,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,148.1966824,167.1478235
All Cancer Deaths,"Austin, TX",TX,2011,2011,189.2204277,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,161.1665389,221.0355507
All Cancer Deaths,"Chicago, IL",IL,2012,2012,102.1244317,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,94.16241289,110.649053
All Cancer Deaths,"Tucson, AZ",AZ,2012,2012,152.1024611,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,111.7516664,202.9259073
All Cancer Deaths,"Philadelphia, PA",PA,2020,2020,145.3611085,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,141.0233971,149.8223024
All Cancer Deaths,"Chicago, IL",IL,2012,2012,198.5708096,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,191.7353137,205.6166634
All Cancer Deaths,"Detroit, MI",MI,2021,2021,178.5684349,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,172.2824187,185.0682418
All Cancer Deaths,"Charlotte, NC",NC,2012,2012,168.4569577,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,154.3532562,183.6561003
All Cancer Deaths,"El Paso, TX",TX,2020,2020,125.3862425,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,119.0147629,132.0587127
All Cancer Deaths,"Denver, CO",CO,2011,2011,140.28579,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,132.5918564,148.3475213
All Cancer Deaths,"Oakland, CA",CA,2013,2013,183.7917256,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,165.7819862,203.6076001
All Cancer Deaths,"Seattle, WA",WA,2020,2020,109.8998009,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,103.8626045,116.3002411
All Cancer Deaths,"Baltimore, MD",MD,2013,2013,190.3911052,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,180.358309,200.924928
All Cancer Deaths,"Milwaukee, WI",WI,2020,2020,241.1979794,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,227.424018,255.6643585
All Cancer Deaths,"Columbus, OH",OH,2013,2013,154.6262996,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,140.5041802,169.8680698
All Cancer Deaths,"Phoenix, AZ",AZ,2021,2021,109.4498768,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,105.3003084,113.7286961
All Cancer Deaths,"San Antonio, TX",TX,2013,2013,188.2448809,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,166.3618457,212.405549
All Cancer Deaths,"Memphis, TN",TN,2020,2020,199.4840598,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,191.3040599,207.9514685
All Cancer Deaths,"San Jose, CA",CA,2014,2014,177.1198062,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,132.0842855,236.9773956
All Cancer Deaths,"Oakland, CA",CA,2021,2021,115.9413503,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,108.5509044,123.813161
All Cancer Deaths,"Minneapolis, MN",MN,2014,2014,178.876063,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,145.356964,219.2492098
All Cancer Deaths,"Memphis, TN",TN,2014,2014,195.4317903,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,184.4849884,206.9055173
All Cancer Deaths,"Denver, CO",CO,2021,2021,117.6464028,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,111.1975578,124.4177948
All Cancer Deaths,"Louisville, KY",KY,2014,2014,183.7047446,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",proxy,County level data were used,place,real,yes,166.63038,202.1473927
All Cancer Deaths,"Baltimore, MD",MD,2021,2021,162.6373042,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,153.5395428,172.2467065
All Cancer Deaths,"Washington, DC",DC,2015,2015,183.8044877,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,173.459019,194.754751
All Cancer Deaths,"Baltimore, MD",MD,2021,2021,149.6756433,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,142.5304095,157.1568983
All Cancer Deaths,"New York City, NY",NY,2015,2015,147.0583064,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,143.2878024,150.9184662
All Cancer Deaths,"Austin, TX",TX,2015,2015,180.1888645,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,154.2968014,209.5454915
All Cancer Deaths,"Kansas City, MO",MO,2021,2021,129.7851913,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,122.4748694,137.4915277
All Cancer Deaths,"Las Vegas, NV",NV,2015,2015,159.3718301,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",proxy,County level data were used,place,real,yes,145.6274628,174.2139833
All Cancer Deaths,"Detroit, MI",MI,2022,2022,142.1488496,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,133.8862739,150.8779324
All Cancer Deaths,"Denver, CO",CO,2016,2016,168.4146657,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,144.5055071,195.5809961
All Cancer Deaths,"Columbus, OH",OH,2021,2021,122.19506,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,116.2785193,128.3572662
All Cancer Deaths,"Kansas City, MO",MO,2016,2016,173.9645109,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,157.3996766,191.9535262
All Cancer Deaths,"San Jose, CA",CA,2022,2022,98.46700216,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,92.79752941,104.4485014
All Cancer Deaths,"Memphis, TN",TN,2016,2016,174.4900418,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,164.40155,185.0855579
All Cancer Deaths,"Memphis, TN",TN,2021,2021,151.8220445,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,144.7448647,159.2105964
All Cancer Deaths,"Louisville, KY",KY,2016,2016,162.9570922,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",proxy,County level data were used,place,real,yes,147.4378147,179.7740547
All Cancer Deaths,"Phoenix, AZ",AZ,2019,2019,159.0384015,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,142.9409003,176.9321671
All Cancer Deaths,"Denver, CO",CO,2017,2017,156.9363495,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,134.270318,182.7736839
All Cancer Deaths,"Kansas City, MO",MO,2017,2017,156.9828956,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,141.2532092,174.1795012
All Cancer Deaths,"Memphis, TN",TN,2018,2018,201.9573374,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,193.660363,210.5463075
All Cancer Deaths,"Memphis, TN",TN,2017,2017,177.2729979,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,167.1139193,187.9490243
All Cancer Deaths,"Milwaukee, WI",WI,2021,2021,155.7630659,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,147.4495589,164.4577748
All Cancer Deaths,"Louisville, KY",KY,2017,2017,157.4346684,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",proxy,County level data were used,place,real,yes,142.5587132,173.5574334
All Cancer Deaths,"Denver, CO",CO,2018,2018,154.5103528,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,131.4597469,180.8402198
All Cancer Deaths,"San Jose, CA",CA,2018,2018,133.3917588,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,102.1791102,173.0516147
All Cancer Deaths,"Portland, OR",OR,2010,2010,179.7894507,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,168.8196578,191.3685167
All Cancer Deaths,"Kansas City, MO",MO,2018,2018,157.5971896,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,141.8690728,174.7962957
All Cancer Deaths,"Oakland, CA",CA,2015,2015,183.9012068,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,172.2667457,196.1964922
All Cancer Deaths,"Dallas, TX",TX,2018,2018,165.3032793,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,154.6904057,176.5362954
All Cancer Deaths,"Los Angeles, CA",CA,2019,2019,208.2203235,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,200.2386714,216.5165212
All Cancer Deaths,"Tucson, AZ",AZ,2019,2019,159.8258439,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,120.7103005,209.105667
All Cancer Deaths,"Denver, CO",CO,2022,2022,117.4899098,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,109.595774,125.8390995
All Cancer Deaths,"Washington, DC",DC,2019,2019,164.1345252,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,154.504104,174.3220017
All Cancer Deaths,"Tucson, AZ",AZ,2018,2018,184.6416144,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,154.5060719,219.7622397
All Cancer Deaths,"Cleveland, OH",OH,2019,2019,173.9467332,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,160.77001,188.1604267
All Cancer Deaths,"San Antonio, TX",TX,2017,2017,195.4090209,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,179.3896,212.5684691
All Cancer Deaths,"Houston, TX",TX,2019,2019,197.9391237,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,188.5590902,207.7121716
All Cancer Deaths,"Cleveland, OH",OH,2019,2019,199.5598902,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,188.7267739,210.9701524
All Cancer Deaths,"Long Beach, CA",CA,2020,2020,173.4953391,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,146.0572152,205.3508345
All Cancer Deaths,"Kansas City, MO",MO,2022,2022,129.9782245,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,120.9890615,139.5734552
All Cancer Deaths,"Indianapolis, IN",IN,2020,2020,161.6300344,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,149.1810845,174.9072697
All Cancer Deaths,"Philadelphia, PA",PA,2017,2017,211.5355063,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,205.2329572,218.0054042
All Cancer Deaths,"Oklahoma City, OK",OK,2020,2020,172.8556298,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,150.8190064,197.5521944
All Cancer Deaths,"Indianapolis, IN",IN,2021,2021,158.806116,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,146.4599879,171.9989441
All Cancer Deaths,"Seattle, WA",WA,2020,2020,133.9918604,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,108.24703,165.0201575
All Cancer Deaths,"Chicago, IL",IL,2010,2010,162.4270057,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,157.6358351,167.3359761
All Cancer Deaths,"Oakland, CA",CA,2021,2021,169.2776909,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,152.2924809,188.3118655
All Cancer Deaths,"Dallas, TX",TX,2017,2017,179.444541,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,172.3541677,186.780872
All Cancer Deaths,"Boston, MA",MA,2021,2021,138.6683583,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,125.1435983,153.5110489
All Cancer Deaths,"Chicago, IL",IL,2017,2017,215.0000289,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,209.5583019,220.5689777
All Cancer Deaths,"Portland, OR",OR,2021,2021,191.9485987,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,152.5706861,240.398583
All Cancer Deaths,"Oakland, CA",CA,2017,2017,220.7375743,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,205.2104467,237.3520105
All Cancer Deaths,"Milwaukee, WI",WI,2021,2021,196.2933121,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,180.5025865,213.2362852
All Cancer Deaths,"Kansas City, MO",MO,2020,2020,194.3687675,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,180.8140347,208.7901165
All Cancer Deaths,"San Diego, CA",CA,2022,2022,176.9879817,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,148.0246561,210.7943606
All Cancer Deaths,"Milwaukee, WI",WI,2022,2022,152.8694892,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,142.8930165,163.4143433
All Cancer Deaths,"Minneapolis, MN",MN,2022,2022,136.9446272,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,108.3553005,172.0287884
All Cancer Deaths,"Milwaukee, WI",WI,2016,2016,238.0553964,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,224.2362526,252.5961894
All Cancer Deaths,"Dallas, TX",TX,2022,2022,151.0320284,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,138.3772281,164.640882
All Cancer Deaths,"Dallas, TX",TX,2013,2013,196.6714015,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,188.7549219,204.8623818
All Cancer Deaths,"Las Vegas, NV",NV,2022,2022,167.8413199,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",proxy,County level data were used,place,real,yes,152.5715061,184.4167492
All Cancer Deaths,"San Diego, CA",CA,2011,2011,132.7343307,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,127.6927436,137.9391348
All Cancer Deaths,"Denver, CO",CO,2010,2010,149.9678192,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,127.3827007,175.6119009
All Cancer Deaths,"Oklahoma City, OK",OK,2016,2016,197.5907465,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,179.2045206,217.6497069
